name,nationality,age,position,overall,potential,pace,shooting,passing,dribbling,defending,physical,market_value,club,league,foot,height,weight,season_goals,season_assists
Menno Heerkes,荷兰,23,FB,60,65,68,53,61,58,59,60,3402682,Heracles Almelo,荷兰甲级联赛,右,175,67,0,0
Aristote N'Dongala,法国,22,FB,60,65,74,56,57,64,62,48,3488813,SC Bastia,法国甲级联赛,左,175,69,0,0
Jung-Bin Park,德国,22,W,60,68,71,60,59,68,36,49,2307081,SpVgg Greuther Fürth,德国甲级联赛,右,178,74,0,0
Dejan Stojanovic,意大利,23,GK,60,67,38,17,25,18,16,48,2852240,Bologna,意大利甲级联赛,左,196,89,0,0
Krzysztof Krol,波兰,29,FB,60,60,69,54,50,51,60,76,4066006,Podbeskidzie Bielsko-Biała,波兰甲级联赛,左,185,73,0,0
Ryan Esson,苏格兰,36,CB,60,60,32,16,21,16,15,53,4750334,Inverness Caledonian Thistle,苏格兰超级联赛,右,185,79,0,0
Derek Young,苏格兰,36,ST,60,67,70,56,50,62,37,68,1907730,Aberdeen,苏格兰超级联赛,右,175,68,0,0
Rees Greenwood,英格兰,20,W,60,74,78,55,57,61,18,54,5724007,Watford,英格兰超级联赛,右,173,68,0,0
Omar El Baad,荷兰,20,FB,59,69,65,43,50,59,63,63,5336920,SC Cambuur,荷兰甲级联赛,右,178,68,0,0
Matar Coly,瑞士,32,ST,59,59,75,60,50,58,32,69,1985086,FC Lausanne-Sports,瑞士超级联赛,左,188,80,0,0
Szymon Matuszek,波兰,27,FB,59,60,65,44,57,39,57,64,6049117,Polonia Bytom,波兰甲级联赛,右,185,79,0,0
Chafik Najih,法国,33,ST,59,59,70,59,53,58,17,62,1760076,AC Arles-Avignon,法国甲级联赛,左,183,83,0,0
Aissa Laidouni,法国,20,FB,59,65,70,29,45,56,60,64,2578060,ES Troyes AC,法国甲级联赛,右,183,73,0,0
Steven McDougall,苏格兰,30,ST,59,64,62,58,57,58,18,68,3395763,Dunfermline Athletic,苏格兰超级联赛,右,180,66,0,0
Mario Piccinocchi,瑞士,21,CAM,59,70,68,50,64,61,52,56,2757638,Lugano,瑞士超级联赛,右,173,67,0,0
Mateusz Bak,波兰,33,FB,59,59,42,15,20,14,12,50,2908358,Lechia Gdańsk,波兰甲级联赛,右,185,85,0,0
Francisco Afonso,葡萄牙,19,FB,59,66,76,28,37,61,60,55,1641847,FC Paços de Ferreira,葡萄牙超级联赛,右,175,69,0,0
Sean O'Hanlon,苏格兰,33,CB,59,59,58,32,44,39,56,74,2194522,Hibernian,苏格兰超级联赛,右,185,79,0,0
Dan Twardzik,苏格兰,25,GK,59,62,45,20,24,20,20,46,3631470,Motherwell,苏格兰超级联赛,右,183,77,0,0
Maximilian Mittelstaedt,德国,19,FB,59,75,67,42,44,53,60,60,3013779,Hertha BSC Berlin,德国甲级联赛,左,178,69,0,0
Martial Robin,法国,39,CB,59,59,51,40,53,46,65,63,1789398,Grenoble Foot 38,法国甲级联赛,左,175,77,0,0
Ibrahima Niasse,瑞士,28,FB,59,61,65,53,53,57,50,75,3278631,Neuchâtel Xamax,瑞士超级联赛,右,188,75,0,0
Amadou Soukouna,法国,24,ST,59,66,70,58,52,57,26,60,7166690,Toulouse FC,法国甲级联赛,右,178,74,0,0
Alan O'Brien,苏格兰,31,FB,59,60,78,39,56,58,45,61,1525200,Hibernian,苏格兰超级联赛,左,178,71,0,0
Chris Smith,苏格兰,30,ST,59,66,26,23,17,18,13,63,2538753,Dunfermline Athletic,苏格兰超级联赛,左,188,86,0,0
Danijel Marceta,苏格兰,27,W,59,67,72,51,55,60,26,56,6986054,Falkirk,苏格兰超级联赛,左,175,70,0,0
Mark Janssen,荷兰,24,ST,59,66,62,56,56,60,33,65,2422088,Ajax,荷兰甲级联赛,右,183,75,0,0
Paulin Puel,法国,19,ST,59,68,68,59,54,50,19,54,4712119,OGC Nice,法国甲级联赛,右,178,73,0,0
Dammyano Grootfaam,荷兰,25,FB,59,66,78,53,50,64,60,60,1883761,N.E.C.,荷兰甲级联赛,右,183,69,0,0
Kevin Kyle,苏格兰,35,ST,59,59,62,57,51,56,43,58,3365500,Kilmarnock,苏格兰超级联赛,右,190,83,0,0
Rafael Barber,西班牙,36,CM,59,59,51,56,56,49,56,55,1106647,RC Recreativo,西班牙甲级联赛,右,183,77,0,0
Brice Owona,瑞士,27,ST,59,70,65,58,57,58,42,62,4431357,FC St. Gallen,瑞士超级联赛,右,183,77,0,0
Joris Gnagnon,法国,19,CB,59,75,64,32,34,32,59,69,4827917,Stade Rennais FC,法国甲级联赛,右,183,89,0,0
Adam Campbell,苏格兰,21,ST,59,69,86,58,49,61,17,62,2819086,St. Mirren,苏格兰超级联赛,右,170,73,0,0
Guerkan Sermeter,瑞士,42,CAM,59,68,58,58,60,61,42,56,1899182,AC Bellinzona,瑞士超级联赛,右,180,71,0,0
Miguel Munoz,西班牙,21,CB,59,69,64,24,34,48,62,60,1984930,Getafe CF,西班牙甲级联赛,右,178,72,0,0
Carlo Zotti,瑞士,34,FB,59,68,50,17,29,16,14,59,1907449,AC Bellinzona,瑞士超级联赛,右,190,86,0,0
Lesly Malouda,法国,33,FB,59,59,72,44,55,62,55,60,2047564,Dijon FCO,法国甲级联赛,左,173,68,0,0
Simone Farelli,意大利,33,GK,59,59,41,17,35,16,16,46,1626553,Napoli,意大利甲级联赛,右,185,78,0,0
Franck Hery,法国,23,FB,59,67,54,38,46,46,58,64,3846727,En Avant de Guingamp,法国甲级联赛,右,185,77,0,0
Tom Taiwo,苏格兰,26,FB,59,67,72,52,58,56,60,74,1995485,Hibernian,苏格兰超级联赛,右,170,70,0,0
Thomas Konrad,苏格兰,27,CB,59,61,71,31,33,24,57,68,5659710,Dundee FC,苏格兰超级联赛,右,183,76,0,0
Gavin Reilly,苏格兰,23,ST,59,66,80,56,50,62,17,69,1523008,Heart of Midlothian,苏格兰超级联赛,右,180,73,0,0
Youssef Sekour,比利时,28,CAM,59,66,66,55,60,61,46,57,2103663,Lierse SK,比利时甲级联赛,右,188,83,0,0
Steven Milne,苏格兰,36,ST,59,59,68,56,53,56,23,63,2703499,St. Johnstone FC,苏格兰超级联赛,右,170,66,0,0
Liam Buchanan,苏格兰,31,ST,59,64,62,62,43,54,21,67,2747698,Dunfermline Athletic,苏格兰超级联赛,右,173,67,0,0
Sousa,葡萄牙,20,FB,59,71,67,43,54,55,58,58,3686953,FC Paços de Ferreira,葡萄牙超级联赛,右,173,62,0,0
Lukas Froede,德国,21,CM,59,71,52,50,57,60,57,64,2147262,FC Ingolstadt 04,德国甲级联赛,右,193,85,0,0
Josh Parker,苏格兰,26,W,59,63,78,47,55,58,32,54,4703899,Inverness Caledonian Thistle,苏格兰超级联赛,右,180,76,0,0
Zakaria Gueye,比利时,30,ST,59,61,78,54,49,57,27,67,1526570,KSV Cercle Brugge,比利时甲级联赛,右,185,67,0,0
Leonardo Fontanesi,意大利,20,CB,59,70,55,35,34,37,62,64,2719343,Sassuolo,意大利甲级联赛,右,188,82,0,0
Lotem Zino,瑞士,24,FB,59,64,58,39,59,58,57,60,3621171,FC Thun,瑞士超级联赛,右,183,79,0,0
Alessandro Riedle,瑞士,25,ST,59,72,68,58,56,60,42,62,2487603,Grasshopper Club Zürich,瑞士超级联赛,右,178,76,0,0
Jason Holt,苏格兰,23,W,59,68,74,52,67,64,42,69,2610287,Heart of Midlothian,苏格兰超级联赛,右,165,70,0,0
James Fowler,苏格兰,36,FB,59,59,66,27,60,62,60,78,1750996,Kilmarnock,苏格兰超级联赛,右,175,78,0,0
Chris Chantler,苏格兰,26,FB,59,64,81,52,53,54,57,69,5195032,Kilmarnock,苏格兰超级联赛,左,173,70,0,0
Adriano De Pierro,瑞士,25,FB,59,65,64,39,54,44,56,66,4175928,FC Lausanne-Sports,瑞士超级联赛,右,185,77,0,0
Tomas Majtan,波兰,29,ST,59,63,66,62,41,52,25,59,3212879,Polonia Bytom,波兰甲级联赛,右,180,79,0,0
Serkan Sahin,瑞士,28,FB,59,67,64,44,57,62,54,60,3380477,FC Basel,瑞士超级联赛,右,175,67,0,0
Mario Mutsch,瑞士,32,CM,59,59,54,57,58,56,60,68,4303415,FC St. Gallen,瑞士超级联赛,左,175,74,0,0
Cedric Brunner,瑞士,22,CM,59,69,64,63,58,65,58,69,5458127,FC Zürich,瑞士超级联赛,右,180,74,0,0
Haxhi Neziraj,瑞士,23,CAM,59,63,65,51,63,56,38,62,1593004,FC Luzern,瑞士超级联赛,右,180,73,0,0
Omar Jarun,比利时,33,CB,59,60,52,36,47,40,55,63,3611401,Sporting Charleroi,比利时甲级联赛,右,196,87,0,0
Darnell Fisher,苏格兰,22,FB,59,69,65,26,43,62,63,58,3395565,St. Johnstone FC,苏格兰超级联赛,右,175,70,0,0
Scott Dobie,苏格兰,38,ST,59,59,62,58,45,57,25,64,1991946,Motherwell,苏格兰超级联赛,右,185,85,0,0
Francesco Ruberto,瑞士,23,GK,59,65,43,18,17,21,16,42,2158737,FC Thun,瑞士超级联赛,右,183,75,0,0
Pawel Abbott,波兰,34,ST,59,59,52,64,55,56,30,62,2638195,Ruch Chorzów,波兰甲级联赛,右,188,87,0,0
Enoch Showunmi,苏格兰,34,ST,59,59,73,57,45,57,36,73,2648273,Falkirk,苏格兰超级联赛,左,196,99,0,0
Donovan Deekman,比利时,28,W,59,69,82,49,47,61,22,52,3155486,Sporting Lokeren,比利时甲级联赛,右,183,65,0,0
Michael Devlin,苏格兰,23,CB,59,67,53,29,37,35,59,73,4880164,Hamilton Academical FC,苏格兰超级联赛,右,188,79,0,0
David Barron,苏格兰,29,CB,59,66,63,24,52,58,56,79,2004662,St. Mirren,苏格兰超级联赛,右,178,79,0,0
Nicolas Rabuel,法国,38,FB,59,67,60,35,53,52,60,71,2279396,US Boulogne Cote D'Opale,法国甲级联赛,左,178,81,0,0
Patrick Rossini,瑞士,28,ST,59,60,58,55,47,60,21,64,1830765,Lugano,瑞士超级联赛,左,178,75,0,0
Anthony Loustallot,法国,24,ST,59,68,34,20,21,22,16,54,1784096,Toulouse FC,法国甲级联赛,右,183,77,0,0
Jason Buaillon,瑞士,25,FB,59,64,64,46,56,54,59,64,2139369,FC Zürich,瑞士超级联赛,右,170,65,0,0
Sven van der Jeugt,比利时,36,FB,59,62,52,18,37,22,15,60,2387343,Sint-Truidense VV,比利时甲级联赛,右,190,86,0,0
Tijane Reis,葡萄牙,25,W,59,63,71,55,52,64,24,58,4172437,Estoril Praia,葡萄牙超级联赛,左,180,76,0,0
Simone Pasa,意大利,22,CM,59,75,55,55,52,56,58,62,2999696,Inter,意大利甲级联赛,左,185,78,0,0
Carlton Morris,苏格兰,21,ST,59,69,72,57,48,57,30,70,3572684,Hamilton Academical FC,苏格兰超级联赛,右,185,85,0,0
Jannes Vansteenkiste,比利时,23,FB,59,67,75,38,52,49,59,64,3427567,Sint-Truidense VV,比利时甲级联赛,左,175,70,0,0
Liam Lindsay,苏格兰,21,CB,59,73,57,27,48,42,58,73,1414686,Partick Thistle F.C.,苏格兰超级联赛,左,193,89,0,0
Egoitz Jaio,西班牙,36,CB,59,59,38,36,46,36,58,61,1243296,CD Numancia,西班牙甲级联赛,右,188,75,0,0
Christopher Routis,瑞士,26,FB,59,61,58,48,49,58,54,66,2104226,Servette FC,瑞士超级联赛,右,185,84,0,0
Drissa Diarra,瑞士,31,CAM,59,66,62,52,64,66,41,49,2077576,AC Bellinzona,瑞士超级联赛,右,183,66,0,0
Janick Kamber,瑞士,24,FB,59,68,82,58,53,65,58,71,1521263,FC Lausanne-Sports,瑞士超级联赛,左,170,65,0,0
Mateusz Kupczak,波兰,24,CM,59,64,66,53,61,58,54,65,1905243,Termalica Bruk-Bet Nieciecza,波兰甲级联赛,右,175,76,0,0
Jonas Elmer,瑞士,28,FB,59,65,70,45,61,63,52,66,2118021,FC Aarau,瑞士超级联赛,左,175,68,0,0
Martijn de Vries,荷兰,24,FB,59,69,71,44,53,61,60,61,2313281,Excelsior,荷兰甲级联赛,左,183,74,0,0
Jordan McMillan,苏格兰,28,FB,59,63,70,31,45,52,58,70,1446840,Partick Thistle F.C.,苏格兰超级联赛,右,178,75,0,0
Oriol,西班牙,35,FB,59,59,56,44,51,44,56,69,3753058,Racing Santander,西班牙甲级联赛,右,183,70,0,0
Henrique Miranda,波兰,23,FB,59,68,78,51,44,48,58,65,2857780,Zawisza Bydgoszcz,波兰甲级联赛,左,178,73,0,0
Marc Fitzpatrick,苏格兰,30,CM,59,68,68,56,60,60,54,63,3462402,Motherwell,苏格兰超级联赛,左,178,79,0,0
Boris Radunovic,意大利,20,GK,59,70,42,19,26,19,16,56,2783728,Genoa,意大利甲级联赛,右,193,84,0,0
Jakub Kowalski,波兰,29,W,59,59,76,51,56,58,29,50,2928921,Ruch Chorzów,波兰甲级联赛,右,175,68,0,0
Wojciech Szymanek,波兰,34,CB,59,59,52,42,44,44,58,69,4458277,Widzew Łódź,波兰甲级联赛,左,185,81,0,0
Wojciech Lisowski,波兰,24,FB,59,66,70,28,49,56,59,66,4062918,Pogoń Szczecin,波兰甲级联赛,右,185,74,0,0
Akpo Sodje,苏格兰,35,ST,59,59,64,56,51,52,27,73,2840789,Hibernian,苏格兰超级联赛,右,188,80,0,0
Patrik Misak,波兰,25,CAM,59,63,66,46,63,60,46,59,929261,Termalica Bruk-Bet Nieciecza,波兰甲级联赛,右,183,75,0,0
David Robertson,苏格兰,30,CM,59,60,66,60,60,60,54,68,1805859,Dundee United,苏格兰超级联赛,右,178,65,0,0
Joao Paiva,瑞士,33,ST,59,59,70,55,50,61,14,59,3064082,FC Luzern,瑞士超级联赛,右,173,72,0,0
Carsten Rothenbach,德国,36,FB,59,59,57,46,49,50,61,62,2642177,FC St. Pauli,德国甲级联赛,右,185,84,0,0
Rui Vieira,葡萄牙,25,GK,59,65,47,17,30,20,16,57,3838102,Rio Ave FC,葡萄牙超级联赛,右,188,80,0,0
Saidu Alade Adeshina,瑞士,33,W,59,67,80,47,41,56,26,65,2028261,FC Sion,瑞士超级联赛,右,183,74,0,0
Adam Cummins,苏格兰,23,CB,59,69,54,35,39,49,57,67,2783945,Motherwell,苏格兰超级联赛,右,188,78,0,0
Pedro Lemos,葡萄牙,23,FB,59,68,69,32,42,50,60,64,1888387,Vitória Guimarães,葡萄牙超级联赛,右,180,70,0,0
Declan McDaid,苏格兰,21,W,59,72,76,46,60,64,37,56,6618707,Partick Thistle F.C.,苏格兰超级联赛,右,178,73,0,0
Daniel Unal,瑞士,26,CAM,59,65,68,53,61,62,50,60,2042065,FC Basel,瑞士超级联赛,右,175,70,0,0
Andy Webster,苏格兰,34,CB,59,59,34,24,43,38,59,59,1905682,Heart of Midlothian,苏格兰超级联赛,右,183,64,0,0
Numa Lavanchy,瑞士,23,W,59,68,74,57,48,62,49,61,5036745,FC Lausanne-Sports,瑞士超级联赛,右,175,65,0,0
Maciej Krakowiak,波兰,24,GK,59,65,43,23,24,25,25,48,1725874,Widzew Łódź,波兰甲级联赛,左,188,76,0,0
Alex Henshall,苏格兰,22,W,59,66,84,47,47,61,28,53,4138174,Kilmarnock,苏格兰超级联赛,左,178,66,0,0
Stenio,葡萄牙,28,W,59,68,74,62,69,64,42,61,1919220,Feirense,葡萄牙超级联赛,右,178,72,0,0
Joel Perovuo,波兰,31,FB,59,63,62,44,61,58,58,63,1176975,Jagiellonia Białystok,波兰甲级联赛,右,188,81,0,0
Jonas Mendes,葡萄牙,27,GK,59,65,40,19,20,19,19,55,1823112,SC Beira Mar,葡萄牙超级联赛,右,190,82,0,0
Sandro Gotal,瑞士,25,ST,59,65,62,57,52,59,17,63,1961108,FC St. Gallen,瑞士超级联赛,右,185,82,0,0
Lee Cox,苏格兰,26,FB,59,61,70,41,59,60,60,75,3446362,Inverness Caledonian Thistle,苏格兰超级联赛,右,183,77,0,0
Gyrano Kerk,荷兰,21,W,59,71,84,50,41,61,22,60,2649812,FC Utrecht,荷兰甲级联赛,右,175,68,0,0
Dziugas Bartkus,波兰,27,GK,59,61,26,13,21,12,10,41,3123095,Górnik Łęczna,波兰甲级联赛,右,190,88,0,0
Josip Colina,瑞士,36,CM,59,69,52,49,56,56,58,55,1984108,Grasshopper Club Zürich,瑞士超级联赛,右,188,89,0,0
Vincent Plante,法国,36,CB,59,59,38,13,33,11,13,51,2213010,SM Caen,法国甲级联赛,右,190,85,0,0
Kevin Piere Lafrance,波兰,26,FB,59,62,72,55,48,48,60,69,1482720,Widzew Łódź,波兰甲级联赛,右,185,82,0,0
Richard Almeida,葡萄牙,27,W,59,69,70,57,62,62,43,62,2677388,Gil Vicente FC,葡萄牙超级联赛,右,178,68,0,0
Wojciech Skaba,波兰,32,GK,59,59,34,16,29,16,14,51,2009214,Legia Warszawa,波兰甲级联赛,右,190,81,0,0
Ugo Gabrieli,意大利,27,GK,59,73,47,18,19,20,15,59,2462821,Inter,意大利甲级联赛,右,190,80,0,0
Thomas Kotte,荷兰,20,CM,59,69,62,57,64,48,62,63,2651048,Vitesse,荷兰甲级联赛,左,183,77,0,0
Levi Opdam,荷兰,20,FB,59,70,72,30,42,56,58,65,8681728,AZ,荷兰甲级联赛,右,173,71,0,0
Rory Fallon,苏格兰,34,ST,59,59,53,59,47,52,30,70,1031469,Aberdeen,苏格兰超级联赛,左,190,90,0,0
Sherko Gubari,瑞士,20,W,59,73,82,58,49,67,18,55,3301036,FC Zürich,瑞士超级联赛,右,178,67,0,0
Luca Ferro,瑞士,38,ST,59,66,54,24,24,13,14,54,1615710,Neuchâtel Xamax,瑞士超级联赛,右,193,90,0,0
Callum Davidson,苏格兰,40,CM,59,59,32,47,56,62,60,68,1050871,St. Johnstone FC,苏格兰超级联赛,左,178,84,0,0
Abdellah Zoubir,苏格兰,25,W,59,69,70,55,52,68,32,52,2249550,Hibernian,苏格兰超级联赛,右,180,73,0,0
Lee Mair,苏格兰,36,FB,59,59,54,26,52,52,56,64,2067868,St. Mirren,苏格兰超级联赛,右,183,72,0,0
Gianluca Hossmann,瑞士,25,FB,59,62,69,51,53,58,56,75,1220286,Grasshopper Club Zürich,瑞士超级联赛,右,175,73,0,0
Janko Pacar,瑞士,26,ST,59,66,67,58,47,60,29,66,2595248,FC Luzern,瑞士超级联赛,右,180,73,0,0
Aimo Stefano Diana,瑞士,38,CM,59,75,61,56,58,64,53,65,1707875,AC Bellinzona,瑞士超级联赛,右,175,74,0,0
Niels Vandenbroucke,比利时,25,FB,59,63,67,39,49,53,60,52,3351743,SV Zulte-Waregem,比利时甲级联赛,左,175,60,0,0
Nicolas Marin,瑞士,36,W,59,59,69,58,58,60,35,43,1375299,FC Sion,瑞士超级联赛,右,170,70,0,0
Jordy van der Winden,荷兰,22,FB,59,68,67,42,53,58,60,59,2523698,FC Utrecht,荷兰甲级联赛,左,180,75,0,0
Paul Seguin,德国,21,CM,59,70,54,46,58,59,58,65,1770630,VfL Wolfsburg,德国甲级联赛,右,185,79,0,0
David Gonzalez,瑞士,30,GK,59,63,54,19,26,18,15,59,2478863,Servette FC,瑞士超级联赛,右,180,75,0,0
Thomas Robson,英格兰,21,FB,59,70,63,32,46,57,59,61,1598974,Watford,英格兰超级联赛,左,178,75,0,0
Jesse van Bezooijen,荷兰,22,CB,59,67,61,32,37,37,58,68,3881942,NAC Breda,荷兰甲级联赛,右,183,78,0,0
Rocky Visconte,苏格兰,26,W,59,64,77,59,49,58,36,58,1729295,St. Johnstone FC,苏格兰超级联赛,左,178,69,0,0
Jonathon Routledge,苏格兰,27,FB,59,64,71,51,57,52,58,59,2388066,Hamilton Academical FC,苏格兰超级联赛,右,183,70,0,0
Christian Leite,瑞士,31,GK,59,59,45,24,24,24,25,53,1847639,FC Thun,瑞士超级联赛,右,183,85,0,0
Joel Tillema,荷兰,27,FB,59,63,66,48,52,57,63,57,1273131,ADO Den Haag,荷兰甲级联赛,右,178,75,0,0
Samuel Atrous,法国,26,GK,59,65,32,24,28,25,24,47,6303067,RC Lens,法国甲级联赛,右,190,85,0,0
Alberto Giuliatto,意大利,33,FB,59,62,65,53,52,58,63,59,1744613,Lecce,意大利甲级联赛,左,180,77,0,0
"Manuel Sutter,19",瑞士,25,ST,59,63,66,56,57,53,42,59,1765810,FC Vaduz,瑞士超级联赛,左,178,76,0,0
Maximilian Eggestein,德国,20,W,59,74,54,52,61,60,26,51,3045366,SV Werder Bremen,德国甲级联赛,右,180,75,0,0
Almeida Borges Leandro,比利时,31,CM,59,61,54,40,57,54,56,56,2776543,KV Mechelen,比利时甲级联赛,右,178,82,0,0
Justin Hoogma,荷兰,18,CB,59,74,59,31,34,38,63,60,6421807,FC Groningen,荷兰甲级联赛,左,183,65,0,0
Peter Enckelman,苏格兰,39,FB,59,59,54,12,21,14,14,55,2411782,St. Johnstone FC,苏格兰超级联赛,右,188,89,0,0
Petar Brlek,波兰,22,FB,59,66,70,48,66,58,54,62,2901955,Wisła Kraków,波兰甲级联赛,右,180,74,0,0
Stefan Deloose,比利时,26,GK,59,64,50,20,33,18,16,61,2195718,Beerschot AC,比利时甲级联赛,右,190,85,0,0
Marlon Harewood,英格兰,37,ST,59,59,56,57,43,55,28,67,1617887,Blackpool,英格兰超级联赛,右,185,85,6,1
Luis Dias,葡萄牙,29,FB,59,63,69,46,48,56,60,64,2124278,FC Arouca,葡萄牙超级联赛,右,180,78,0,0
David Crespo,葡萄牙,22,FB,59,74,65,47,55,58,59,68,1643941,CD Nacional,葡萄牙超级联赛,左,180,86,0,0
Andrzej Witan,波兰,26,GK,59,59,30,18,26,18,14,41,4332250,Zawisza Bydgoszcz,波兰甲级联赛,右,183,76,0,0
Jack Hamilton,苏格兰,22,GK,59,66,45,16,24,18,15,45,4596793,Heart of Midlothian,苏格兰超级联赛,右,188,74,0,0
Bartlomiej Smuczynski,波兰,21,W,59,68,74,46,56,63,29,62,2099265,Termalica Bruk-Bet Nieciecza,波兰甲级联赛,右,175,69,0,0
Dean Holden,苏格兰,37,CB,59,59,36,28,51,48,59,57,2456238,Falkirk,苏格兰超级联赛,右,185,78,0,0
Carlos Tomas,西班牙,28,FB,59,66,60,34,55,46,60,66,2534401,CA Osasuna,西班牙甲级联赛,左,183,83,0,0
Davide Grassi,苏格兰,30,FB,59,62,65,35,41,45,59,67,1433486,Aberdeen,苏格兰超级联赛,左,188,73,0,0
Liam Polworth,苏格兰,22,CAM,59,68,68,52,60,63,46,52,1988396,Inverness Caledonian Thistle,苏格兰超级联赛,右,178,64,0,0
Bryan Hughes,英格兰,40,CM,59,59,50,45,66,56,42,58,1570285,Manchester United,英格兰超级联赛,右,175,70,0,0
Lewis Toshney,苏格兰,24,FB,59,67,68,28,39,54,59,62,2436759,Dundee FC,苏格兰超级联赛,右,188,76,0,0
Carlos Fortes,葡萄牙,22,ST,59,68,52,61,47,52,26,66,2828114,CF Os Belenenses,葡萄牙超级联赛,右,188,84,0,0
Roman Prokoph,德国,31,W,59,64,80,60,54,60,14,53,3413937,VfL Bochum,德国甲级联赛,右,183,75,0,0
Derek Riordan,苏格兰,33,ST,59,59,66,60,56,54,26,57,3239581,Hibernian,苏格兰超级联赛,右,183,65,0,0
Michael Paton,苏格兰,27,ST,59,64,66,59,47,61,18,64,1232008,Aberdeen,苏格兰超级联赛,右,178,78,0,0
Juwon Oshaniwa,苏格兰,26,FB,59,63,90,32,46,52,54,77,3987595,Heart of Midlothian,苏格兰超级联赛,左,183,75,0,0
Karol Angielski,波兰,20,ST,59,65,71,60,48,57,18,63,1395630,Korona Kielce,波兰甲级联赛,右,178,70,0,0
Martin Polacek,波兰,26,GK,59,61,44,20,23,16,19,52,2863671,Zagłębie Lubin,波兰甲级联赛,右,198,95,0,0
Sebastien Pennacchio,比利时,33,FB,59,59,60,46,59,54,57,64,5590221,Royal Excel Mouscron,比利时甲级联赛,右,170,70,0,0
Taylor Moore,法国,19,FB,59,75,55,37,51,46,59,65,4310117,RC Lens,法国甲级联赛,右,183,80,0,0
Aristote Madiani,法国,21,ST,59,65,62,60,49,56,21,62,4647513,RC Lens,法国甲级联赛,左,183,73,0,0
Sebastiaan Brebels,比利时,21,FB,59,67,64,43,58,60,58,63,4052103,SV Zulte-Waregem,比利时甲级联赛,右,183,75,0,0
Dennes de Kegel,比利时,22,FB,59,67,70,33,49,53,61,58,3580248,KSV Cercle Brugge,比利时甲级联赛,右,175,69,0,0
Nick von Niederhausern,瑞士,27,FB,59,61,68,38,49,58,61,66,2301641,FC Vaduz,瑞士超级联赛,右,178,71,1,0
Chema,西班牙,36,ST,59,60,47,24,32,20,14,55,1213226,Xerez Club Deportivo,西班牙甲级联赛,右,188,82,0,0
Daniel Mojsov,比利时,29,CB,59,60,58,24,38,30,59,69,3187218,Lierse SK,比利时甲级联赛,右,190,80,0,0
Povilas Leimonas,波兰,29,FB,59,62,58,33,55,62,60,70,4159080,Widzew Łódź,波兰甲级联赛,右,185,78,0,0
Danny Pugh,英格兰,34,CM,59,59,52,57,61,55,62,63,2260003,Stoke City,英格兰超级联赛,左,183,76,1,2
Amir Spahic,波兰,33,FB,59,59,70,60,50,62,60,76,945122,Śląsk Wrocław,波兰甲级联赛,左,188,84,0,0
Willie Dyer,苏格兰,29,FB,59,59,73,35,54,62,56,66,3090930,Dundee FC,苏格兰超级联赛,右,178,64,0,0
Alex Neil,苏格兰,35,CM,59,59,34,55,61,61,52,65,2399107,Hamilton Academical FC,苏格兰超级联赛,右,175,70,0,0
Andis Shala,苏格兰,28,W,59,70,62,59,52,62,34,52,2543271,Dundee United,苏格兰超级联赛,右,188,80,0,0
Akoete Eninful,比利时,24,FB,59,72,66,52,59,59,56,67,2433838,Standard de Liège,比利时甲级联赛,左,183,70,0,0
Bartosz Kaniecki,波兰,28,GK,59,64,46,25,24,23,25,58,2470029,Widzew Łódź,波兰甲级联赛,右,196,91,0,0
Javan Vidal,苏格兰,27,FB,59,65,70,37,42,56,61,64,2134874,Aberdeen,苏格兰超级联赛,右,183,76,0,0
Tony Dingwall,苏格兰,22,CAM,59,70,74,54,60,64,51,66,5596745,Ross County FC,苏格兰超级联赛,右,180,69,0,0
Haris Tabakovic,瑞士,22,ST,59,69,66,56,42,58,18,72,1553197,FC Zürich,瑞士超级联赛,右,193,90,1,0
Richard Offiong,苏格兰,33,ST,59,65,72,56,53,58,14,66,3212762,Hamilton Academical FC,苏格兰超级联赛,右,180,77,0,0
Rory Boulding,苏格兰,29,ST,59,64,71,57,54,56,22,63,1966695,Dundee United,苏格兰超级联赛,右,185,72,0,0
Richard Cresswell,英格兰,39,ST,59,59,39,59,56,54,36,65,5882762,Stoke City,英格兰超级联赛,右,183,83,0,0
Darryl Duffy,苏格兰,32,ST,59,59,70,57,50,54,16,68,2104937,Hibernian,苏格兰超级联赛,右,180,77,0,0
Tom Soares,苏格兰,30,CM,59,59,59,62,59,60,56,64,1745796,Hibernian,苏格兰超级联赛,右,183,72,0,0
Axel Borgmann,瑞士,22,CM,59,68,54,50,56,62,62,58,2143299,FC Vaduz,瑞士超级联赛,左,178,75,0,0
Mark Fotheringham,苏格兰,33,CM,59,59,55,52,59,58,52,72,2008031,Ross County FC,苏格兰超级联赛,右,178,76,0,0
Sandro Burki,瑞士,31,CAM,59,59,66,63,63,62,52,62,2347060,FC Aarau,瑞士超级联赛,右,188,74,0,0
Alex Keddie,苏格兰,35,CB,59,59,32,29,48,52,56,59,2599542,Dunfermline Athletic,苏格兰超级联赛,左,188,83,0,0
Sean Murdoch,苏格兰,30,FB,59,60,40,25,28,28,24,53,6164748,Hamilton Academical FC,苏格兰超级联赛,右,188,74,0,0
Josh Walker,英格兰,27,CM,59,64,64,58,58,60,54,62,2031111,Middlesbrough,英格兰超级联赛,右,180,81,0,0
